,Unnamed: 0,tweets,clean_text,Sentiment
4023,94,RT @RMichlerMD: Patients w/ high BP should be focused on diet inlc salt reduction. #healthtalk,patients high bp focused diet inlc salt reduction,NEUTRAL
4024,95,RT @RMichlerMD: Blood pressure should b checked every year b/c of its risk for #HeartDisease &amp; #Stroke #healthtalk,blood pressure checked every year risk amp,NEUTRAL
4025,96,"RT @MontefioreNYC: FACT: Coronary #HeartDisease kills more than 385,00 people annually #HealthTalk",fact coronary kills people annually,NEGATIVE
4026,97,Q4: How is high cholesterol related to heart disease and what do my cholesterol and triglyceride numbers mean? #HealthTalk,how high cholesterol related heart disease cholesterol triglyceride numbers mean,NEUTRAL
4027,98,RT @RMichlerMD: A3: High BP places stress on blood vessel walls &amp; can cause injury leading to plaque build up #healthtalk,high bp places stress blood vessel walls amp cause injury leading plaque build,NEUTRAL
4028,99,RT @MontefioreNYC: How #cholesterol affects #HeartHealth http://mmcny.org/14AJ5WU [VID] #HealthTalk,how affects vid,NEUTRAL
4029,100,"RT @RMichlerMD: Obesity doesn't happen overnight, so give time reduce weight w/ these little changes. #healthtalk",obesity happen overnight give time reduce weight little changes,NEUTRAL
4030,101,"RT @ChristysChomp: A3: like high lipids, smoking &amp; obesity, high BP is a risk factor for heart disease. #HealthTalk @EverydayHealth",like high lipids smoking amp obesity high bp risk factor heart disease,NEUTRAL
4031,102,RT @RMichlerMD: to improve #heartHealth: little changes everyday have a major long term impact! #healthtalk,improve little changes everyday major long term impact,POSITIVE
4032,103,Q3: How is high blood pressure related to heart disease? #HealthTalk,how high blood pressure related heart disease,NEUTRAL
4033,104,RT @ChristysChomp: #HealthTalk A2: the symptoms of heart disease/problems do differ b/w men &amp; women. The disease itself doesn't.,symptoms heart disease problems differ men amp women the disease,NEUTRAL
4034,105,"RT @RMichlerMD: A2: Men have crushing chest, arm &amp; jaw pain most commonly, thus, easier to diagnosis. #healthtalk",men crushing chest arm amp jaw pain commonly thus easier diagnosis,NEUTRAL
4035,106,Does zero-calorie food (like celery) exist? http://trib.al/5WEXbi,does zero calorie food like celery exist,NEGATIVE
4036,107,RT @RMichlerMD: A2: Coronary blockages affect both men and women equally and is #1 killer of women AND men. #healthtalk,coronary blockages affect men women equally killer women and men,NEUTRAL
4037,108,RT @MontefioreNYC: FACT: Coronary heart disease costs more than $108 Billion each year. #Staggering #HealthTalk,fact coronary heart disease costs billion year,NEUTRAL
4038,109,RT @foundersheart: @RMichlerMD couldn't be more true. FACT: Heart disease is largely preventable. #HealthTalk #HeartHealth,true fact heart disease largely preventable,MIXED
4039,110,"RT @RMichlerMD: A2: The disease is the same, but the diagnosis can b more challenging in women. #healthtalk",the disease diagnosis challenging women,NEUTRAL
4040,111,RT @RMichlerMD: An American dies every 32 seconds of #HeartDisease. We need to understand risk factors and focus on prevention #healthtalk,an american dies every seconds we need understand risk factors focus prevention,NEUTRAL
4041,112,Q2: How is heart disease different in women than heart disease in men? #HealthTalk,how heart disease different women heart disease men,NEUTRAL
4042,113,RT @RMichlerMD: #HeartDisease is public health enemy #1 #healthtalk,public health enemy,NEUTRAL
4043,114,RT @MontefioreNYC: A1 WATCH: There are 2 risk factors for #heart #disease you canât change. http://mmcny.org/WDVd5O via @RMichlerMD #HealthTalk,watch there risk factors change,NEUTRAL
4044,115,"RT @RMichlerMD: A1: Risk factors are: high bp, high cholesterol, diabetes, cig smoking, obesity &amp; fam history of heart disease #healthtalk",risk factors high bp high cholesterol diabetes cig smoking obesity amp fam history heart disease,NEUTRAL
4045,116,RT @RMichlerMD: A1: Every American is at risk for #heartDisease. It kills more ppl than next 5 leading causes of death added together #healthtalk,every american risk it kills ppl next leading causes death added together,NEGATIVE
4046,117,Q1: How many Americans are affected by heart disease and what are the risk factors? #HealthTalk,how many americans affected heart disease risk factors,NEUTRAL
4047,118,Welcome! RT @foundersheart: @EverydayHealth @RMichlerMD @MontefioreNYC Thank you for having us and talking heart health! #HealthTalk,welcome thank us talking heart health,POSITIVE
4048,119,And remember to include the hashtag #HealthTalk in all your tweets. Let's get started!,and remember include hashtag tweets let get started,NEUTRAL
4049,120,"Just a reminder to include A1, A2, etc in your answers as they corrsepond to questions labeled Q1, Q2, etc #HealthTalk",just reminder include etc answers corrsepond questions labeled etc,NEUTRAL
4050,121,Welcome! RT @sameez1975: @EverydayHealth. Hello. Have changed my diet since finding out I have high cholesterol. 308. #HealthTalk,welcome hello have changed diet since finding high cholesterol,NEUTRAL
4051,122,So happy to have you! RT @rmichlermd: Happy to be here! Thank you @EverydayHealth for hosting and @foundersheart #healthtalk,so happy happy thank hosting,POSITIVE
4052,123,Introduce yourselves! Where's everyone from? #HealthTalk,introduce where everyone,NEUTRAL
4053,124,February is #Heart-Health month! We're joined today by @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart #HealthTalk,february health month we joined today amp nyc aha,NEUTRAL
4054,125,Hello everyone and welcome to this #HealthTalk on #heart disease care and prevention!,hello everyone welcome disease care prevention,NEUTRAL
4055,126,"RT @Ashley_LizWelch: Chatting w/ @EverydayHealth, @RMichlerMD of @MontefioreNYC &amp; @foundersheart @ 1 pm ET ab #heart health. Follow #HealthTalk",chatting amp pm et ab health follow,NEUTRAL
4056,127,Sharp rise seen in robotically sssisted hysterectomies #robots http://bit.ly/12NfIlo,sharp rise seen robotically sssisted hysterectomies,NEGATIVE
4057,128,Before you fill up your cup: One cup of regular coffee may be enough to alter estrogen levels: http://trib.al/JpXYFR,before fill cup one cup regular coffee may enough alter estrogen levels,NEUTRAL
4058,129,Join us for a #Heart Health #HealthTalk in 15 mins w/ @RMichlerMD of @MontefioreNYC &amp; @foundersheart. Bring ur Q's for our experts!,join us health mins amp bring ur experts,NEUTRAL
4059,130,Small Pediatric Cancer Population Faces Big Challenges http://bit.ly/15vlx6l,small pediatric cancer population faces big challenges,NEUTRAL
4060,131,@stevenshie thanks! hope you can join us #healthtalk,thanks hope join us,POSITIVE
4061,132,"Coca-Cola: Bad for your waistline, but good for your gut? http://bit.ly/11cqFMg",coca cola bad waistline good gut,MIXED
4062,133,#HeartHealth live Twitter chat in 1 hour w/ @RMichlerMD of MontefioreNYC &amp; @foundersheart. Follow #HealthTalk to join the conversation.,live twitter chat hour montefiorenyc amp follow join conversation,NEUTRAL
4063,134,10 ways to boost romance (and your sex life!) http://bit.ly/xEcHYf,ways boost romance sex life,POSITIVE
4064,135,"ADHD characteristics can actually be a huge plus in choosing a career. Here, the most ADHD-friendly jobs: http://bit.ly/FQ0Gwp",adhd characteristics actually huge plus choosing career here adhd friendly jobs,POSITIVE
4065,136,Do you know the differences between #heart disease in women &amp; in men? Learn more during our #HealthTalk TODAY @ 1pmET http://ow.ly/hSXDe,do know differences disease women amp men learn today pmet http ow ly hsxde,NEUTRAL
4066,137,RT @RMichlerMD: Join us for a #HealthTalk w/ @EverydayHealth &amp; @foundersheart today 1pm ET #HeartHealth.,join us amp today pm et,NEUTRAL
4067,138,Scratching an itch *here* gives you the most pleasure: http://bit.ly/xor8bT,scratching itch gives pleasure,POSITIVE
4068,139,Germ-a-phob's bat your eyes! Here are surprising places #germs hide: http://trib.al/sfdgoL,germ phob bat eyes here surprising places hide,NEUTRAL
4069,140,"RT @MontefioreNYC: Do you know how birth control affects #heart health? http://mmcny.org/11oNXPs Learn more at our #HealthTalk today, 1pmET #WomensHealth",do know birth control affects health learn today pmet,NEUTRAL
4070,141,Keep hands off the treadmill bars while you walk; you're limiting your calorie burn! Boost your treadmill workout: http://trib.al/u2uaHq,keep hands treadmill bars walk limiting calorie burn boost treadmill workout,NEUTRAL
4071,142,Join us for a #heart-health #HealthTalk TODAY @ 1 pm ET w/ @RMichlerMD of @MontefioreNYC &amp; the NYC AHA @foundersheart http://ow.ly/hRjQ0,join us health today pm et amp nyc aha http ow ly hrjq,NEUTRAL
4072,143,Does beer before liquor really make you sicker? The truth behind 8 boozy myths: http://trib.al/mJs4zK,does beer liquor really make sicker the truth behind boozy myths,NEGATIVE
4073,144,"Before you start trying to lose weight, you absolutely must do this one thing: http://bit.ly/T8t17J",before start trying lose weight absolutely must one thing,MIXED
4074,145,10 soda alternatives to sip with dinner instead: http://bit.ly/AuMaGe,soda alternatives sip dinner instead,NEUTRAL
4075,146,Children born to obese moms may face higher risk of this: http://bit.ly/Ht7o0X,children born obese moms may face higher risk,NEUTRAL
4076,147,Join us for a #heart-health #HealthTalk TODAY @ 1 pm ET w/ @RMichlerMD of @MonefioreNYC &amp; the NYC AHA @FoundersHeart http://ow.ly/hRjQ0,join us health today pm et amp nyc aha http ow ly hrjq,NEUTRAL
4077,148,And the healthiest chip is ... http://bit.ly/z9zAGj,and healthiest chip,POSITIVE
4078,149,"You say 'ginger,' we say fabulous! 6 fiery facts about redheads http://trib.al/JeRxaH",you say ginger say fabulous fiery facts redheads,POSITIVE
4079,150,12 ways to keep the weight off -- without dieting: http://bit.ly/xkpzXK,ways keep weight without dieting,NEUTRAL
4080,151,Here are 9 things you never knew about milk: http://bit.ly/StYEqb,here things never knew milk,NEUTRAL
4081,152,True or False? Being a little overweight could help you live longer. http://bit.ly/Rt1Lnm,true false being little overweight could help live longer,NEGATIVE
4082,153,21 bad habits that could hurt a healthy relationship: http://bit.ly/HnTN64,bad habits could hurt healthy relationship,NEGATIVE
4083,154,The 411 on why kids and adults alike should stay away from soda: http://trib.al/PMFNZw,the kids adults alike stay away soda,NEUTRAL
4084,155,Watching your sugar intake? Try these low-carb fruits you'll love! http://trib.al/HMyUT9,watching sugar intake try low carb fruits love,POSITIVE
4085,156,Want to say goodbye to belly fat? Then say hello to this exercise: http://bit.ly/GEqlM1,want say goodbye belly fat then say hello exercise,NEUTRAL
4086,157,How to exercise your way to better sex:http://trib.al/iLlHOR,how exercise way better sex,POSITIVE
4087,158,"White rice, canned fruit, and 8 more of the worst processed foods: http://bit.ly/yCP0mE",white rice canned fruit worst processed foods,NEGATIVE
4088,159,Like Yoga? Like Sex? You're in for a treat. @jillianmichaels shows you how to make your moves on the mat count in bed...http://bit.ly/SxucLA,like yoga like sex you treat shows make moves mat count bed,NEUTRAL
4089,160,Eat your vegetables! Here's why they're absolutely vital for your health: http://bit.ly/Ha0p9k,eat vegetables here absolutely vital health,NEUTRAL
4090,161,How much water should you drink to lose weight? http://trib.al/lUk8yh,how much water drink lose weight,NEUTRAL
4091,162,The absolute worst breakfast cereal for you to eat today is more than 50% sugar! What is it: http://trib.al/WavKcR,the absolute worst breakfast cereal eat today sugar what,NEGATIVE
4092,163,9 foods to eat for a longer life: http://bit.ly/St511F,foods eat longer life,NEUTRAL
4093,164,Put the Bottle Down: Health Risks of #Drinking http://bit.ly/VhWmAq,put bottle down health risks,NEGATIVE
4094,165,What do we go to the doctor for the most? The answer might surprise you: http://bit.ly/Uy4dYL,what go doctor the answer might surprise,NEUTRAL
4095,166,Men who make less than their wives are more likely to need impotence drugs: http://bit.ly/ZgrfIQ #newstudy,men make less wives likely need impotence drugs,NEUTRAL
4096,167,Is fructose hidden in your foods making you fat? http://bit.ly/S5dmdL,is fructose hidden foods making fat,NEUTRAL
4097,168,"The best way to thwart the obesity gene"" http://bit.ly/OeOsUM""",the best way thwart obesity gene,POSITIVE
4098,169,Why #breakfast really IS the most important meal of the day: http://bit.ly/HZd3te,why really is important meal day,NEUTRAL
4099,170,"Happy in #Marriage, Heavier on the Scale http://bit.ly/ThrAc4",happy heavier scale,POSITIVE
4100,171,"How much sleep you really need tonight, and what can happen if you don't get it: http://bit.ly/wwdONL",how much sleep really need tonight happen get,NEUTRAL
4101,172,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022,everyday health daily digest,NEUTRAL
4102,173,How Old Is Your #Heart? Join us for a #HealthTalk on Weds @ 1 pm ET w/ @RMichlerMD of @MonefioreNYC http://ow.ly/hRjQ0,how old is your join us weds pm et http ow ly hrjq,NEUTRAL
4103,174,Fiber-rich foods to add to your diet ASAP: http://bit.ly/OeONa1,fiber rich foods add diet asap,NEUTRAL
4104,175,Foods that mask bad breath (at least temporarily): http://bit.ly/H3VdoC,foods mask bad breath least temporarily,MIXED
4105,176,"Red meat, and 6 more surprising foods that'll spike your blood sugar: http://trib.al/t0EGSq",red meat surprising foods spike blood sugar,NEUTRAL
4106,177,Diet soda consumption linked to depression while coffee lowers depression risk: http://bit.ly/WOfW3A,diet soda consumption linked depression coffee lowers depression risk,NEUTRAL
4107,178,Do zero calorie/negative calorie foods really exist? http://bit.ly/Ajmo1n,do zero calorie negative calorie foods really exist,POSITIVE
4108,179,How much do you know about #autism? Join us for a #HealthTalk on Thurs Feb 21 @ 1 pm ET w/ Dr. Lisa Shulman of @EinsteinMed to get the facts,how much know join us thurs feb pm et dr lisa shulman get facts,NEUTRAL
4109,180,Feeling sleepy? Do 5 push-ups to wake your body up! More easy ways to boost your energy: http://bit.ly/wsIEBi,feeling sleepy do push ups wake body more easy ways boost energy,POSITIVE
4110,181,Research says low-income kids drink 2x as much juice as recommends. What sugary drinks really do to kids' health: http://trib.al/qomllw,research says low income kids drink much juice recommends what sugary drinks really kids health,NEUTRAL
4111,182,8 ways *not* to get fat on vacation: http://bit.ly/H4JvKw,ways get fat vacation,NEGATIVE
4112,183,Celebrate #heart month w/ a #HealthTalk on Weds @ 1pmET w/ @RMichlerMD of @MonefioreNYC &amp; the NYC AHA @FoundersHeart http://ow.ly/hRjQ0,celebrate month weds pmet amp nyc aha http ow ly hrjq,NEUTRAL
4113,184,Your dog may be able to read you more than you think http://trib.al/ATQowW,your dog may able read think,NEUTRAL
4114,185,"Want to boost metabolism? Drink a glass of water, plus more tips: http://bit.ly/GEqlLV",want boost metabolism drink glass water plus tips,NEUTRAL
4115,186,"Gwyneth Paltrow says she goes on a detox diet when her adrenal cortex is high."" We find out what that even means: http://bit.ly/OeOrQS""",gwyneth paltrow says goes detox diet adrenal cortex high we find even means,NEUTRAL
4116,187,RT @anniehauser: Fat Thighs Linked to a Loss of Mobility in Old Age via @everydayhealth http://www.everydayhealth.com/senior-health/fat-thighs-linked-to-a-loss-of-mobility-in-old-age-6860.aspx?xid=tw_everydayhealth,fat thighs linked loss mobility old age,NEUTRAL
4117,188,RT @MontefioreNYC: Join us for a #HealthTalk tomorrow on understanding #HeartDisease &amp; your risks featuring @RMichlerMD http://mmcny.org/12HXqlk,join us tomorrow understanding amp risks featuring,NEUTRAL
4118,189,Fat thighs linked to a loss of mobility in old age: http://bit.ly/UE8PyW,fat thighs linked loss mobility old age,NEUTRAL
4119,190,New research finds a key to how the body stores fat: http://bit.ly/RCHbAV,new research finds key body stores fat,NEUTRAL
4120,191,The top new health devices for 2013: http://bit.ly/UcdcP2,the top new health devices,POSITIVE
4121,192,The 9 worst ways to treat #depression http://bit.ly/SJyAYb,the worst ways treat,NEGATIVE
4122,193,Energy Drinks and Caffeine: Health Risks Updates http://bit.ly/UDU4MG,energy drinks caffeine health risks updates,NEUTRAL
4123,194,"Ladies, it's time for a little self-love to boost your health (seriously): http://bit.ly/JpSrLc",ladies time little self love boost health seriously,POSITIVE
4124,195,What could be making you fat: http://bit.ly/WkPej0,what could making fat,NEGATIVE
4125,196,Researchers Detect an Anti #Autism Advantage in Females http://bit.ly/XKRikA,researchers detect anti advantage females,NEUTRAL
4126,197,Emerging #SARS Like Virus Well Suited to Attack Humans http://bit.ly/XKRhgt,emerging like virus well suited attack humans,NEUTRAL
4127,198,Early Exposure to Gluten May Help Babies Avoid #CeliacRisk http://bit.ly/Y2YaO6,early exposure gluten may help babies avoid,NEUTRAL
4128,199,How long should a cough last? You might be surprised to find out: http://bit.ly/VGpt0s,how long cough last you might surprised find,NEUTRAL
4129,200,"Better memory, better bone health, an improved sex life and more reasons to workout: http://trib.al/Scn8hG",better memory better bone health improved sex life reasons workout,NEUTRAL
4130,201,What's good in the gym is even better in the bed: 5 exercises for better sex http://bit.ly/xYL53b,what good gym even better bed exercises better sex,POSITIVE
4131,202,What's a healthy weight for your age? http://bit.ly/TeQPqq,what healthy weight age,NEUTRAL
4132,203,"Why don't men on an Asian diet get prostate cancer, but Americans do? Researchers may have found a clue: http://bit.ly/ZxRRQe",why men asian diet get prostate cancer americans researchers may found clue,NEUTRAL
4133,204,"Which body shape is better, apple or pear? Researchers provide a new answer: http://bit.ly/UVOnuA",which body shape better apple pear researchers provide new answer,MIXED
4134,205,Women at Greater Risk for Hip Implant Failure http://bit.ly/Vtajeu,women greater risk hip implant failure,NEUTRAL
4135,206,"Too Much #Coffee in #Pregnancy Tied to Smaller, Later Newborns http://bit.ly/YDFLEs",too much tied smaller later newborns,NEGATIVE
4136,207,"Moms should let their babies cry themselves back to sleep after waking up during the night, finds a new study: http://bit.ly/W6Zzyb",moms let babies cry back sleep waking night finds new study,MIXED
4137,208,Dining out tonight? How to stick to your diet: http://trib.al/iawvvo,dining tonight how stick diet,NEUTRAL
4138,209,9 Bad Health Habits to Break Now http://bit.ly/LcgXmf,bad health habits break now,NEGATIVE
4139,210,Attention all ladies: An annual pap test is no longer recommend in updated guidelines: http://bit.ly/13131l1,attention ladies an annual pap test longer recommend updated guidelines,NEUTRAL
4140,211,"You won't brag about ""holding your liquor"" after reading this: http://bit.ly/10QikPb",you brag holding liquor reading,NEUTRAL
4141,212,12 ways to keep the weight off -- without dieting: http://bit.ly/HX5O2v,ways keep weight without dieting,NEUTRAL
4142,213,"Whether you love it or hate it, the plant that may help rheumatoid arthritis: http://bit.ly/Hd7WnX",whether love hate plant may help rheumatoid arthritis,NEUTRAL
4143,214,Ever try a towel workout? @jillianmichaels shares great exercises to tone and tighten with just this: http://bit.ly/PscYTg,ever try towel workout shares great exercises tone tighten,POSITIVE
4144,215,Some romance tips for the week. http://bit.ly/VmxJlq,some romance tips week,NEUTRAL
4145,216,Why you should squeeze in sex tomorrow morning http://trib.al/4uUtWD,why squeeze sex tomorrow morning,NEUTRAL
4146,217,9 eating habits that will pack on the pounds: http://bit.ly/yP8LRU,eating habits pack pounds,NEUTRAL
4147,218,"Skip potato chips, and pick up yogurt! More of the best and worst foods for weight loss: http://trib.al/5BckCH",skip potato chips pick yogurt more best worst foods weight loss,NEUTRAL
4148,219,Avoid these diabetes traps: http://bit.ly/FPE6GY,avoid diabetes traps,NEUTRAL
4149,220,The 10 best after-school snacks for kids: http://trib.al/BMxDXg (Or after-work snacks for adults!),the best school snacks kids or work snacks adults,POSITIVE
4150,221,10 ways to add years to your life: http://bit.ly/Hb4b2j,ways add years life,NEUTRAL
4151,222,Is your BMI healthy? Here's how to find out: http://trib.al/OIrR7P,is bmi healthy here find,POSITIVE
4152,223,What to do if you have 10 more pounds to lose: http://trib.al/U2HKod,what pounds lose,NEUTRAL
4153,224,10 tips to lose weight faster: http://bit.ly/HIM6tC,tips lose weight faster,NEUTRAL
4154,225,What your waist size has to do with falling in #love http://bit.ly/TeQR1t,what waist size falling,NEGATIVE
4155,226,What are your thoughts on #soy? We have all the facts: http://bit.ly/NN4hlt,what thoughts we facts,NEUTRAL
4156,227,9 deliciously healthy reasons to eat dark chocolate: http://bit.ly/SJyDDj,deliciously healthy reasons eat dark chocolate,POSITIVE
4157,228,How not to win a woman's #heart: http://bit.ly/XLIiQ0 #petpeeves,how win woman,NEUTRAL
4158,229,"Skipping Kegels, using talcum powder, and more vaginal health mistakes you're probably making http://bit.ly/FOt80J",skipping kegels using talcum powder vaginal health mistakes probably making,NEGATIVE
4159,230,7 life-enhancing reasons to eat fish: http://trib.al/pR6aI6,life enhancing reasons eat fish,NEUTRAL
4160,231,Want killer abs? @JillianMichaels shows you how get them: http://bit.ly/QKsXYJ,want killer abs shows get,MIXED
4161,232,3D Imaging Boosts #BreastCancer Detection http://bit.ly/UVUkI3,imaging boosts detection,NEUTRAL
4162,233,The 10 worst cities for spring allergies: http://bit.ly/yjqoYQ,the worst cities spring allergies,NEGATIVE
4163,234,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022,everyday health daily digest,NEUTRAL
4164,235,10 ways to cut 100 calories TODAY http://bit.ly/SJyvUc,ways cut calories today,NEUTRAL
4165,236,How #autism is diagnosed: http://bit.ly/H4Kbj8,how diagnosed,NEGATIVE
4166,237,"Yikes! Many couples only spend 30 minutes a day together, says study. Here, 5 quick fixes every relationship needs http://trib.al/kBfvmF",yikes many couples spend minutes day together says study here quick fixes every relationship needs,NEUTRAL
4167,238,Blood Clot Risk Higher With In Vitro #Pregnancy http://bit.ly/U4nulA,blood clot risk higher with in vitro,NEUTRAL
4168,239,8 easy ways to burn more calories every day: http://bit.ly/yosdlo,easy ways burn calories every day,POSITIVE
4169,240,Prepare for the late-night munchies with these tips to fend off cravings: http://bit.ly/y0UEie,prepare late night munchies tips fend cravings,NEUTRAL
4170,241,Why yawning is contagious http://trib.al/rKq13M (Warning: You may yawn while you read this),why yawning contagious warning you may yawn read,MIXED
4171,242,What's the biggest fib patients tell their doctors? http://trib.al/oEDvgy,what biggest fib patients tell doctors,NEUTRAL
4172,243,Why you should stop stalking your ex on Facebook: http://bit.ly/VhiIjs,why stop stalking ex facebook,NEGATIVE
4173,244,Drowsy? Hit the gym! Logging 150 min of moderate exercise/wk helps feel less sleepy during the day: http://trib.al/Izfjva,drowsy hit gym logging min moderate exercise wk helps feel less sleepy day,POSITIVE
4174,245,Bone-building foods for people who hate milk: http://trib.al/rUynXv,bone building foods people hate milk,NEGATIVE
4175,246,What do your #shoes say about your personality? RT this if you've judged someone based on their footwear. http://trib.al/VYoyju,what say personality judged someone based footwear,NEUTRAL
4176,247,"Why you should give up all soda, including diet: http://bit.ly/RK3wgI",why give soda including diet,NEGATIVE
4177,248,10 foods that boost your skin AND slim your waistline: http://bit.ly/SFrkBb,foods boost skin and slim waistline,POSITIVE
4178,249,What nutritionists really have for breakfast: http://bit.ly/SHI0YF,what nutritionists really breakfast,NEUTRAL
4179,250,9 eating habits that pack on the pounds: http://bit.ly/PY4wv3,eating habits pack pounds,NEUTRAL
4180,251,Why greek yogurt is so great for people with diabetes: http://bit.ly/y5Jmsq,why greek yogurt great people diabetes,MIXED
4181,252,"ADHD characteristics can actually be a huge plus in choosing a career. Here, the most ADHD-friendly jobs: http://bit.ly/R7OIll",adhd characteristics actually huge plus choosing career here adhd friendly jobs,POSITIVE
4182,253,Perfect pre-workout snacks to try today: http://bit.ly/wk26fx,perfect pre workout snacks try today,POSITIVE
4183,254,7 foods that spike blood sugar: http://bit.ly/yqbagH,foods spike blood sugar,NEUTRAL
4184,255,How Old Is Your Heart? Join us for a #HealthTalk on Weds Feb 20 @ 1 pm ET for tips on heart-healthy livinghttp://ow.ly/hLq7W,how old is your heart join us weds feb pm et tips heart healthy livinghttp ow ly hlqw,NEUTRAL
4185,256,"In the land of bad snack foods, these guys make the hall of shame: http://bit.ly/HWQjHI",in land bad snack foods guys make hall shame,NEGATIVE
4186,257,9 scary symptoms of #stress: http://bit.ly/R7OGtN #JustBreathe,scary symptoms,NEGATIVE
4187,258,Lower #Ambien Dose to Prevent Drowsy Driving http://bit.ly/XVvGbd,lower dose prevent drowsy driving,POSITIVE
4188,259,"Today's to do for a happier you: If someone pays you a compliment, say thanks (instead of pointing out the negative) http://bit.ly/InrTfx",today happier if someone pays compliment say thanks instead pointing negative,MIXED
4189,260,The real secret to a healthy complexion? Eating more of these: http://bit.ly/zaKHEV,the real secret healthy complexion eating,POSITIVE
4190,261,72 percent of singles say animals influence whether or not they'd date someone. Which pets are the biggest turnoffs? http://bit.ly/HIM7Ob,percent singles say animals influence whether date someone which pets biggest turnoffs,NEUTRAL
4191,262,Does Crohn's Disease Run in Your Family? http://bit.ly/11OnsUz,does crohn disease run your family,NEGATIVE
4192,263,U.S. Minorities Less Likely to Get #ColonCancer Screening http://bit.ly/13AtDJU,minorities less likely get screening,NEUTRAL
4193,264,The 6 worst times for his sex life: http://bit.ly/xZRQap,the worst times sex life,NEGATIVE
4194,265,9 foods to eat for a longer life: http://trib.al/WB51rh,foods eat longer life,NEUTRAL
4195,266,#HealthCare Spending Holds Steady But #Insurance Rates Increase http://bit.ly/SkTYcL,spending holds steady but rates increase,MIXED
4196,267,Microvascular Changes Might Predict #Glaucoma http://bit.ly/ULxFLv,microvascular changes might predict,NEUTRAL
4197,268,"Drink red wine, stop fat cells? http://bit.ly/I1M25Z",drink red wine stop fat cells,NEUTRAL
4198,269,How to create a weight-loss friendly lifestyle: http://trib.al/PQVL5A,how create weight loss friendly lifestyle,NEUTRAL
4199,270,Lack of nutrition in school lunches and what @jillianmichaels recommends for your kids: http://bit.ly/RH7Xm5,lack nutrition school lunches recommends kids,NEGATIVE
4200,271,The naked truth about these 8 sex superstitions: http://bit.ly/z6bT4J,the naked truth sex superstitions,NEUTRAL
4201,272,"How to get lean, mean arms that you'll love to show off come summer: http://trib.al/vyzEmK",how get lean mean arms love show come summer,NEUTRAL
4202,273,9 signs you're more stressed out than you think: http://bit.ly/HQDm1Y,signs stressed think,NEGATIVE
4203,274,"50 ways to be healthier, starting today: http://bit.ly/GXRJE4",ways healthier starting today,NEUTRAL
4204,275,Craving something sweet? Try 1/2 an apple + 1 serving of peanut butter for only 157 calories: http://trib.al/6eGLzO,craving something sweet try apple serving peanut butter calories,NEUTRAL
4205,276,Soda drinkers listen up! Here are 7 reasons why you should kick the soda habit: http://trib.al/wapOSu,soda drinkers listen here reasons kick soda habit,NEUTRAL
4206,277,Open wide! These foods are good for your teeth http://bit.ly/SHHSsc,open wide these foods good teeth,POSITIVE
4207,278,Couples who #sleep together might be #healthier: http://bit.ly/11LrQnt,couples together might,NEUTRAL
4208,279,"Nosh on nuts! At only 4 calories each, pistachios are a seriously slimming snack: http://trib.al/pAOVwa",nosh nuts at calories pistachios seriously slimming snack,POSITIVE
4209,280,And the food that's the most filling for the calories is ... http://bit.ly/Sx9Nv1 (click the link to find the answer!),and food filling calories click link find answer,NEUTRAL
4210,281,"Stuck in meetings at work? Group meetings drop IQ and squash problem-solving abilities, a new study says: http://bit.ly/R7OYAJ",stuck meetings work group meetings drop iq squash problem solving abilities new study says,NEUTRAL
4211,282,9 scary symptoms of #stress: http://bit.ly/OeN2tv #JustBreathe,scary symptoms,NEGATIVE
4212,283,"Male-pattern baldness, swelling, and other not-so-obvious physical signs of heart disease: http://bit.ly/FOt7Kk",male pattern baldness swelling obvious physical signs heart disease,NEUTRAL
4213,284,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022,everyday health daily digest,NEUTRAL
4214,285,Celebrate the holiday season with these 11 ways you can make a difference today: http://trib.al/xafCji,celebrate holiday season ways make difference today,NEUTRAL
4215,286,Doctors Are Lax in Prescribing #Aspirin http://bit.ly/13IYao7,doctors are lax prescribing,NEUTRAL
4216,287,Eat salmon and avoid white rice for a healthy #heart http://bit.ly/YXh8Z4 #HeartHealthMonth,eat salmon avoid white rice healthy,NEUTRAL
4217,288,10 health symptoms men shouldn't ignore http://trib.al/kw04l3 #menshealth,health symptoms men ignore,NEGATIVE
4218,289,"Go fish! Doing so can help your hair, prevent disease, and even strengthen sperm! http://trib.al/I8ygeb",go fish doing help hair prevent disease even strengthen sperm,NEUTRAL
4219,290,Allergies stopping you from getting a pup? These dog breeds may be perfect for you: http://bit.ly/x64NEB (but stay away from these),allergies stopping getting pup these dog breeds may perfect stay away,POSITIVE
4220,291,Mental Health a Big Player in Obama's Gun Plan http://bit.ly/U3WItv,mental health big player obama gun plan,NEUTRAL
4221,292,Time Spent on Malpractice Suits May Take Toll on Doctors http://bit.ly/UUa1g1,time spent malpractice suits may take toll doctors,NEUTRAL
4222,293,Fiber-rich foods to add to your diet ASAP: http://bit.ly/SJyvDS,fiber rich foods add diet asap,NEUTRAL
4223,294,7 ways to spice up your water: http://bit.ly/Hb4c6a How many glasses do you guzzle a day?,ways spice water how many glasses guzzle day,NEUTRAL
